Time (s),"Main pump (l/min)",Pipe velocity (m/s),Bottom hole pressure (bar),Choke pressure (bar),Choke flow (l/min),Pump pressure (bar),Bit flow (l/min),Flow bottom annulus (l/min),Pressure bottom annulus (bar),Bit velocity (m/s),Rig heave (m)
0,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
0.1,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
0.2,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
0.3,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
0.4,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
0.5,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
0.6,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
0.7,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
0.8,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
0.9,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
1,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
1.1,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
1.2,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
1.3,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
1.4,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
1.5,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
1.6,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
1.7,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
1.8,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
1.9,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
2,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
2.1,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
2.2,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
2.3,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
2.4,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
2.5,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
2.6,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
2.7,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
2.8,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
2.9,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
3,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
3.1,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
3.2,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
3.3,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
3.4,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
3.5,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
3.6,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
3.7,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
3.8,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
3.9,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
4,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
4.1,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
4.2,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
4.3,3520,0,940.9052223,1,3520,331.4493957,3519.999998,3519.999998,940.0267382,0,0
4.4,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
4.5,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
4.6,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
4.7,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
4.8,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
4.9,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
5,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
5.1,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
5.2,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
5.3,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
5.4,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
5.5,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
5.6,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
5.7,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
5.8,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
5.9,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
6,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
6.1,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
6.2,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
6.3,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
6.4,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
6.5,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
6.6,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
6.7,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
6.8,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
6.9,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
7,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
7.1,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
7.2,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
7.3,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
7.4,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
7.5,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
7.6,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
7.7,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
7.8,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
7.9,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
8,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
8.1,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
8.2,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
8.3,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
8.4,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
8.5,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
8.6,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
8.7,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
8.8,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
8.9,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
9,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
9.1,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
9.2,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
9.3,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
9.4,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
9.5,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
9.6,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
9.7,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
9.8,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
9.9,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
10,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
10.1,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
10.2,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
10.3,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
10.4,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
10.5,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
10.6,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
10.7,3520,0,940.9052223,1,3520,331.4493957,3520.000002,3520.000002,940.0267382,0,0
10.8,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
10.9,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
11,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
11.1,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
11.2,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
11.3,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
11.4,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
11.5,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
11.6,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
11.7,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
11.8,3520,0,940.9052223,1,3520,331.4493957,3519.999998,3519.999998,940.0267382,0,0
11.9,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
12,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
12.1,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
12.2,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
12.3,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
12.4,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
12.5,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
12.6,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
12.7,3520,0,940.9052223,1,3520,331.4493957,3520.000002,3520.000002,940.0267382,0,0
12.8,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
12.9,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
13,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
13.1,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
13.2,3520,0,940.9052223,1,3520,331.4493957,3520.000002,3520.000002,940.0267382,0,0
13.3,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
13.4,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
13.5,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
13.6,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
13.7,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
13.8,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
13.9,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
14,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
14.1,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
14.2,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
14.3,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
14.4,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
14.5,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
14.6,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
14.7,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
14.8,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
14.9,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
15,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
15.1,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
15.2,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
15.3,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
15.4,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267381,0,0
15.5,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
15.6,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
15.7,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
15.8,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
15.9,3520,0,940.9052223,1,3520,331.4493957,3520.000002,3520.000002,940.0267382,0,0
16,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
16.1,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
16.2,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
16.3,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
16.4,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
16.5,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
16.6,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
16.7,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
16.8,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
16.9,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
17,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
17.1,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
17.2,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
17.3,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
17.4,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
17.5,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
17.6,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
17.7,3520,0,940.9052223,1,3520,331.4493957,3519.999998,3519.999998,940.0267382,0,0
17.8,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
17.9,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
18,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
18.1,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
18.2,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
18.3,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
18.4,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
18.5,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
18.6,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
18.7,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
18.8,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
18.9,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
19,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
19.1,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
19.2,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
19.3,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
19.4,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
19.5,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
19.6,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
19.7,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
19.8,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
19.9,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
20,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
20.1,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
20.2,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
20.3,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
20.4,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
20.5,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
20.6,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
20.7,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
20.8,3520,0,940.9052223,1,3520,331.4493957,3520.000002,3520.000002,940.0267382,0,0
20.9,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
21,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
21.1,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
21.2,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
21.3,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
21.4,3520,0,940.9052223,1,3520,331.4493957,3519.999998,3519.999998,940.0267382,0,0
21.5,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
21.6,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267381,0,0
21.7,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
21.8,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
21.9,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
22,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
22.1,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
22.2,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
22.3,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
22.4,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
22.5,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
22.6,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
22.7,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
22.8,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
22.9,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
23,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
23.1,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
23.2,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
23.3,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
23.4,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
23.5,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
23.6,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
23.7,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
23.8,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
23.9,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
24,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
24.1,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
24.2,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
24.3,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
24.4,3520,0,940.9052223,1,3520,331.4493957,3520.000001,3520.000001,940.0267382,0,0
24.5,3520,0,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,0
24.6,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
24.7,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
24.8,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
24.9,3520,0,940.9052223,1,3520,331.4493957,3520,3520,940.0267382,0,0
25,3520,-1.07E-14,940.9052223,1,3520,331.4493957,3519.999999,3519.999999,940.0267382,0,-3.88E-18
25.1,3520,-0.0125,940.9052223,1.000093044,3520.04739,331.3417675,3520,3520,940.0267382,0,-0.000625
25.2,3520,-0.025,940.9052223,1.000173449,3520.197847,331.1136096,3520.000001,3520.000001,940.0267382,0,-0.0025
25.3,3520,-0.0375,940.9052223,1.000254359,3520.446532,330.898646,3520,3520,940.0267382,0,-0.005625
25.4,3520,-0.05,940.9052223,1.000336384,3520.795556,330.6961876,3520,3520,940.0267382,0,-0.01
25.5,3520,-0.0625,940.9052223,1.000417419,3521.244461,330.4872932,3520,3520,940.0267382,0,-0.015625
25.6,3520,-0.075,940.9052223,1.00049897,3521.792969,330.2872047,3520,3520,940.0267382,0,-0.0225
25.7,3520,-0.0875,940.9052223,1.000580738,3522.441751,330.0913817,3520.000001,3520.000001,940.0267382,0,-0.030625
25.8,3520,-0.1,940.9052223,1.000661466,3523.189205,329.8950148,3520.000001,3520.000001,940.0267382,0,-0.04
25.9,3520,-0.1125,940.9052223,1.000730728,3524.018764,329.7034969,3520,3520,940.0267382,0,-0.050625
26,3520,-0.125,940.9052223,1.000781933,3524.914615,329.5105367,3519.999999,3519.999999,940.0267382,0,-0.0625
26.1,3520,-0.1375,940.9052223,1.000831054,3525.876818,329.3148053,3520,3520,940.0267382,0,-0.075625
26.2,3520,-0.15,940.9052223,1.00089431,3526.912985,329.1219504,3520,3520,940.0267382,0,-0.09
26.3,3520,-0.1625,940.9052223,1.000965869,3528.032882,328.9300056,3520.000001,3520.000001,940.0267382,0,-0.105625
26.4,3520,-0.175,940.9052223,1.001036669,3529.240107,328.7392951,3520,3520,940.0267382,0,-0.1225
26.5,3520,-0.1875,940.9052223,1.0010999,3530.523377,328.550728,3519.999999,3519.999999,940.0267382,0,-0.140625
26.6,3520,-0.2,940.9052223,1.00115331,3531.876956,328.360616,3520,3520,940.0267382,0,-0.16
26.7,3520,-0.2125,940.9052223,1.001214548,3533.303263,328.1711166,3519.999999,3519.999999,940.0267382,0,-0.180625
26.8,3520,-0.225,940.9052223,1.001275469,3534.80177,327.9828144,3520,3520,940.0267382,0,-0.2025
26.9,3520,-0.2375,940.9052223,1.00132697,3536.368626,327.7929054,3520,3520,940.0267382,0,-0.225625
27,3520,-0.25,940.9052223,1.001376777,3537.993315,327.602497,3519.999999,3519.999999,940.0267382,0,-0.25
27.1,3520,-0.25,940.9052223,1.001325963,3539.626055,327.5192739,3520.000002,3520.000002,940.0267382,0,-0.275
27.2,3520,-0.25,940.8869129,1.001282236,3541.201971,327.5543258,3520.426218,3516.972267,940.0084505,-0.00177512,-0.3
27.3,3520,-0.25,940.7737198,1.001235797,3542.722237,327.5754788,3522.724761,3500.448754,939.8953844,-0.011448506,-0.325
27.4,3520,-0.25,940.611475,1.001183067,3544.181001,327.582754,3525.959838,3475.768823,939.7333326,-0.025795114,-0.35
27.5,3520,-0.25,940.4450017,1.00114275,3545.592014,327.5967421,3530.117053,3444.983638,939.5671021,-0.043753371,-0.375
27.6,3520,-0.25,940.2696657,1.001124724,3546.972318,327.6064075,3535.285599,3408.220285,939.3920579,-0.065303804,-0.4
27.7,3520,-0.25,940.0884444,1.00110823,3548.337887,327.6154426,3541.009737,3364.874806,939.2111815,-0.090522587,-0.425
27.8,3520,-0.25,939.915299,1.001091089,3549.684638,327.6281785,3546.785996,3318.775071,939.0384055,-0.117183676,-0.45
27.9,3520,-0.25,939.743927,1.001063018,3550.99827,327.6376393,3552.819287,3269.909829,938.8674265,-0.145398166,-0.475
28,3520,-0.25,939.5566053,1.001019257,3552.270411,327.646273,3559.155032,3217.173608,938.6805315,-0.175757545,-0.5
28.1,3520,-0.25,939.3612899,1.000974447,3553.482108,327.6553183,3565.493438,3161.636541,938.4856686,-0.207557755,-0.525
28.2,3520,-0.25,939.1966667,1.000935328,3554.64814,327.6616389,3571.082067,3109.748742,938.321473,-0.237097125,-0.55
28.3,3520,-0.25,939.0821451,1.000886189,3555.748766,327.6671768,3575.768257,3063.533764,938.2073337,-0.263257214,-0.575
28.4,3520,-0.25,938.9730649,1.000811881,3556.775202,327.6694109,3579.907168,3019.72093,938.0986168,-0.287901479,-0.6
28.5,3520,-0.25,938.8508463,1.000769164,3557.73948,327.6709003,3583.526675,2976.180443,937.9767605,-0.312138833,-0.625
28.6,3520,-0.25,938.7301888,1.00075327,3558.678596,327.6754209,3586.3354,2936.501205,937.8564351,-0.333975049,-0.65
28.7,3520,-0.25,938.6499102,1.000734677,3559.597305,327.6832692,3588.12729,2904.199785,937.7764271,-0.351496925,-0.675
28.8,3520,-0.25,938.5864493,1.000713136,3560.498483,327.6943092,3589.365331,2876.827098,937.7131961,-0.366201091,-0.7
28.9,3520,-0.25,938.5345616,1.000713293,3561.392184,327.7114596,3589.780534,2854.014756,937.6614989,-0.378138629,-0.725
29,3520,-0.25,938.4789914,1.000734131,3562.297008,327.7338045,3589.802672,2833.674383,937.606097,-0.388603715,-0.75
29.1,3520,-0.25,938.4037501,1.000773633,3563.242505,327.761154,3589.816189,2814.300507,937.531017,-0.398567649,-0.775
29.2,3520,-0.25,938.3230326,1.000829675,3564.251476,327.7954945,3589.784819,2795.979152,937.4504523,-0.407967584,-0.8
29.3,3520,-0.25,938.2351716,1.000900243,3565.354254,327.8383513,3589.827456,2778.081949,937.3627425,-0.417187564,-0.825
29.4,3520,-0.25,938.1448415,1.000974715,3566.536428,327.8897546,3590.044615,2759.736135,937.2725667,-0.426727798,-0.85
29.5,3520,-0.25,938.0194311,1.001053524,3567.808573,327.9479949,3590.932367,2737.006753,937.1473508,-0.438865561,-0.875
