Time (s),"Main pump (l/min)",Pipe velocity (m/s),Bottom hole pressure (bar),Choke pressure (bar),Choke flow (l/min),Pump pressure (bar),Bit flow (l/min),Flow bottom annulus (l/min),Pressure bottom annulus (bar),Bit velocity (m/s),Rig heave (m)
234.5,0,-0.011902035,925.4308189,0.980477704,189.0531685,-6.969421462,-0.004376103,65.86134947,924.5753355,0.033850956,-1.562218666
234.6,0,-0.007141221,925.6194359,0.973921472,160.9207308,-6.838644067,-0.004376103,84.10255347,924.7630764,0.04322582,-1.563170829
234.7,0,-0.002380407,925.7571495,0.978473667,130.7147664,-6.731971846,-0.004376103,94.72428073,924.9003849,0.048684738,-1.56364691
234.8,0,0.002380407,925.8257823,0.980151426,107.4777515,-6.558080301,-0.004376103,98.38257708,924.968891,0.050564879,-1.56364691
234.9,0,0.00714122,925.8506645,0.976861195,79.97903178,-6.3709261,-0.004376103,93.47490957,924.9939303,0.048042638,-1.563170829
235,0,0.011902034,925.8361856,0.982564145,54.21701662,-6.216010151,-0.004376103,79.97893168,924.9799638,0.04110653,-1.562218666
235.1,0,0.016540777,925.8474433,0.983630723,34.80189133,-6.027840392,-0.004376103,65.78663771,924.9919191,0.033812559,-1.560796525
235.2,0,0.021179521,925.8440492,0.980412241,12.58075542,-5.804750463,-0.004376103,47.81086715,924.9898055,0.024574112,-1.558910511
235.3,0,0.025818264,925.8149306,0.984360615,-9.429720005,-5.60474307,-0.004376103,30.80310767,924.9627217,0.015833163,-1.556560621
235.4,0,0.030457008,925.7483861,0.984243003,-27.30200022,-5.451401183,-0.004376103,13.42892856,924.8996805,0.006903897,-1.553746858
235.5,0,0.035095751,925.6324287,0.983122868,-47.55584263,-5.339614646,-0.004376103,-1.379596595,924.7877993,-0.000706779,-1.55046922
235.6,0,0.039734495,925.5382212,0.987494078,-64.89303462,-5.2545899,-0.004376103,-9.448073916,924.6959003,-0.004853483,-1.546727707
235.7,0,0.044373238,925.4694634,0.988872884,-78.26122779,-5.179083178,-0.004376103,-12.64445445,924.628031,-0.006496228,-1.542522321
235.8,0,0.049011982,925.4481066,0.990809858,-91.41773253,-5.123527903,-0.004376103,-10.74239589,924.6062381,-0.005518686,-1.53785306
235.9,0,0.053650725,925.4629763,0.996027696,-98.76174143,-5.042790306,-0.004376103,-7.424147489,924.6202059,-0.003813309,-1.532719924
236,0,0.058289469,925.4957328,0.993786098,-103.5270971,-4.919801449,-0.004376103,-3.799286253,924.6519574,-0.001950352,-1.527122915
236.1,0,0.061799042,925.5394702,0.988156901,-113.9346121,-4.769998073,-0.004376103,-0.188520474,924.6946478,-9.46E-05,-1.521118489
236.2,0,0.065308616,925.5547284,0.984847863,-130.0194991,-4.599483134,-0.004376103,-0.11606531,924.7098705,-5.74E-05,-1.514763106
236.3,0,0.068818189,925.5630486,0.984581458,-148.4402364,-4.404479779,-0.004376103,-0.072119032,924.7181843,-3.48E-05,-1.508056766
236.4,0,0.072327763,925.5736012,0.985677966,-165.8567178,-4.213130554,-0.004376103,-0.045464266,924.7287412,-2.11E-05,-1.500999468
236.5,0,0.075837336,925.5822724,0.98311162,-184.4617388,-4.07031962,-0.004376103,-0.029297334,924.7373927,-1.28E-05,-1.493591213
236.6,0,0.07934691,925.590862,0.98466238,-204.8876803,-3.974855235,-0.004376103,-0.019491594,924.74598,-7.77E-06,-1.485832001
236.7,0,0.082856483,925.6018572,0.991010193,-219.1961913,-3.901656829,-0.004376103,-0.013544112,924.7569783,-4.71E-06,-1.477721831
236.8,0,0.086366057,925.6122056,0.991393985,-228.2490943,-3.820057649,-0.004376103,-0.009936781,924.7673258,-2.86E-06,-1.469260704
236.9,0,0.08987563,925.6213592,0.99215503,-238.3400541,-3.729550255,-0.004376103,-0.007748825,924.7764747,-1.73E-06,-1.46044862
237,0,0.093385204,925.6311231,0.994852281,-245.4281122,-3.64462101,-0.004376103,-0.006421762,924.7862408,-1.05E-06,-1.451285578
237.1,0,0.09549095,925.6402624,0.992359178,-252.2785354,-3.599701314,-0.004376103,-0.005616858,924.7953785,-6.38E-07,-1.44184177
237.2,0,0.097596697,925.6503345,0.993257127,-261.0658273,-3.591041364,-0.004376103,-0.005128659,924.805447,-3.87E-07,-1.432187388
237.3,0,0.099702443,925.6605046,0.994643741,-267.0614842,-3.576940479,-0.004376103,-0.004832551,924.8156181,-2.35E-07,-1.422322431
237.4,0,0.10180819,925.6711226,0.991291058,-274.8711505,-3.545730522,-0.004376103,-0.004652953,924.8262454,-1.42E-07,-1.412246899
237.5,0,0.103913936,925.6823006,0.995135661,-283.468227,-3.517744874,-0.004376103,-0.004544021,924.8374198,-8.63E-08,-1.401960793
237.6,0,0.106019683,925.6945351,0.996546902,-286.605316,-3.490133601,-0.004376103,-0.004477951,924.8496512,-5.23E-08,-1.391464112
237.7,0,0.108125429,925.7062055,0.992359206,-292.9163216,-3.449305706,-0.004376103,-0.004437877,924.8613233,-3.17E-08,-1.380756856
237.8,0,0.110231176,925.7216021,0.999540249,-298.2004692,-3.395363019,-0.004376103,0.650591224,924.8765812,0.000336613,-1.369839026
237.9,0,0.112336922,925.8221024,1.001174182,-295.5688959,-3.348079593,-0.004376103,10.92007181,924.9743132,0.005614498,-1.358710621
238,0,0.114442669,926.0156511,0.992852467,-299.1839155,-3.322660398,-0.004376103,27.60902132,925.1641311,0.014191598,-1.347371642
238.1,0,0.114686813,926.2321072,0.997857883,-306.2671722,-3.334007155,-0.004376103,45.38639138,925.3781919,0.02332808,-1.335915167
238.2,0,0.114930956,926.4488578,0.999340206,-306.3677878,-3.360307891,-0.004376103,62.5958338,925.5935774,0.032172681,-1.324434279
238.3,0,0.1151751,926.664629,0.991372042,-312.1734462,-3.388551431,-0.004376103,81.81369861,925.8083687,0.042049488,-1.312928976
238.4,0,0.115419243,926.8770422,0.995482005,-321.4474953,-3.428038853,-0.004376103,102.3211037,926.0200464,0.052589041,-1.301399259
238.5,0,0.115663387,927.089521,0.998118475,-324.0732673,-3.462228788,-0.004376103,124.7907662,926.2319075,0.064137074,-1.289845128
238.6,0,0.115907531,927.3111465,0.99384724,-329.0571755,-3.503783963,-0.004376103,148.6438713,926.4529911,0.076396112,-1.278266582
238.7,0,0.116151674,927.5328307,0.997436497,-334.6519159,-3.573353274,-0.004376103,172.8906098,926.6741981,0.088857453,-1.266663621
238.8,0,0.116395818,927.7631793,0.998185297,-336.4321253,-3.669039413,-0.004376103,197.8473516,926.9041008,0.101683692,-1.255036247
238.9,0,0.116639961,928.01102,0.997582978,-339.49069,-3.817477201,-0.004376103,225.4008287,927.151489,0.115844495,-1.243384458
239,0,0.116884105,928.2531028,1.002177319,-338.9760535,-4.031527346,-0.004376103,251.5422172,927.3931664,0.129279571,-1.231708255
239.1,0,0.115388722,928.4618375,0.9990695,-337.4436711,-4.300438162,-0.004376103,273.5734275,927.601574,0.140602266,-1.220094613
239.2,0,0.113893339,928.6412879,0.999111021,-340.0217815,-4.5728845,-0.004376103,290.3856636,927.780783,0.149242727,-1.20863051
239.3,0,0.112397956,928.7963347,1.004245078,-337.7178435,-4.798998652,-0.004376103,302.5534127,927.9356582,0.155496207,-1.197315945
239.4,0,0.110902573,928.9430392,0.998492174,-335.2538373,-4.972197266,-0.004376103,311.0836886,928.0822448,0.159880247,-1.186150919
239.5,0,0.109407191,929.0930856,0.99979748,-338.3865976,-5.123532717,-0.004376103,317.4586826,928.232205,0.163156604,-1.175135431
239.6,0,0.107911808,929.2543912,1.007013597,-333.9537618,-5.271392336,-0.004376103,323.3955979,928.3934305,0.166207816,-1.164269481
239.7,0,0.106416425,929.4118588,1.000790735,-328.5032789,-5.400782738,-0.004376103,327.9510742,928.5508363,0.168549052,-1.153553069
239.8,0,0.104921042,929.5728737,1.000340331,-329.8345054,-5.502275468,-0.004376103,333.2674863,928.7117811,0.171281363,-1.142986196
239.9,0,0.103425659,929.74179,1.005698573,-326.1566545,-5.580458248,-0.004376103,339.8307083,928.8806088,0.174654458,-1.132568861
240,0,0.101930276,929.8944261,1.001123044,-321.842216,-5.645413096,-0.004376103,344.9135944,929.0331773,0.17726675,-1.122301064
240.1,0,0.097962928,930.0641007,1.00307262,-321.3204549,-5.736412647,-0.004376103,353.28134,929.2027441,0.18156726,-1.112306404
240.2,0,0.09399558,930.2258634,1.006210247,-315.8639105,-5.844794561,-0.004376103,360.0894816,929.3644157,0.185066228,-1.102708478
240.3,0,0.090028233,930.3431624,1.002049298,-311.6686057,-5.941735486,-0.004376103,362.3327962,929.4816842,0.186219155,-1.093507288
240.4,0,0.086060885,930.4444297,1.005497292,-308.9830307,-6.047446509,-0.004376103,361.2856866,929.582964,0.185681005,-1.084702832
240.5,0,0.082093537,930.5344114,1.006753263,-301.0981254,-6.158887019,-0.004376103,358.262049,929.6729844,0.18412704,-1.076295111
240.6,0,0.078126189,930.6215793,1.002825661,-296.1666229,-6.253303451,-0.004376103,352.8875059,929.7602226,0.181364853,-1.068284124
240.7,0,0.074158841,930.7032367,1.008563655,-290.557836,-6.342065555,-0.004376103,344.7919985,929.8419855,0.177204257,-1.060669873
240.8,0,0.070191494,930.7725152,1.009380767,-278.6651269,-6.433746709,-0.004376103,333.8475403,929.9114087,0.171579475,-1.053452356
240.9,0,0.066224146,930.8297754,1.005644909,-270.269951,-6.514245848,-0.004376103,320.2988703,929.9688503,0.164616287,-1.046631574
241,0,0.062256798,930.8839601,1.011546812,-260.8827874,-6.58762346,-0.004376103,305.0171474,930.0232436,0.156762416,-1.040207527
241.1,0,0.056733034,930.9330875,1.012052076,-245.4754689,-6.675967801,-0.004376103,288.2388606,930.0726049,0.148139402,-1.034258035
241.2,0,0.051209271,930.9535945,1.009219544,-233.3057526,-6.770808934,-0.004376103,267.1919084,930.0934118,0.137322555,-1.02886092
241.3,0,0.045685507,930.9364815,1.01387325,-220.2582323,-6.866524759,-0.004376103,240.9570078,930.0766889,0.12383942,-1.024016181
241.4,0,0.040161744,930.8933691,1.012807077,-203.5150952,-6.963875343,-0.004376103,210.9553971,930.0340509,0.108420426,-1.019723819
241.5,0,0.03463798,930.8427479,1.010982677,-190.075457,-7.064496061,-0.004376103,179.1394827,929.9839778,0.092068991,-1.015983833
241.6,0,0.029114216,930.7971053,1.014562557,-174.8062318,-7.161806757,-0.004376103,147.0391136,929.9389612,0.075571364,-1.012796223
241.7,0,0.023590453,930.7631858,1.013189489,-157.5814648,-7.248752581,-0.004376103,116.2379215,929.9057665,0.059741434,-1.010160989
241.8,0,0.018066689,930.7388149,1.01356642,-142.1315243,-7.33535933,-0.004376103,87.79330578,929.8822787,0.045122641,-1.008078132
241.9,0,0.012542926,930.7047972,1.016156997,-123.8226258,-7.419767119,-0.004376103,61.31462724,929.8495269,0.031514219,-1.006547651
242,0,0.007019162,930.6575011,1.014425114,-105.0547608,-7.490118514,-0.004376103,38.0912525,929.8042656,0.019578824,-1.005569547
242.1,0,0.001037623,930.5723866,1.016895241,-86.54692379,-7.560363499,-0.004376103,17.52085962,929.7226565,0.0090069,-1.005166708
242.2,0,-0.004943916,930.4152416,1.01805874,-64.45010386,-7.6346251,-0.004376103,-1.866541642,929.5707022,-0.000957039,-1.005362022
242.3,0,-0.010925456,930.2581974,1.015414896,-44.36722809,-7.704747121,-0.004376103,-13.84459943,929.4169724,-0.007113029,-1.006155491
242.4,0,-0.016906995,930.1350638,1.018403403,-24.14509548,-7.784602231,-0.004376103,-19.04697939,929.2951414,-0.009786734,-1.007547114
242.5,0,-0.022888534,930.0422513,1.017477444,-1.098768353,-7.86747556,-0.004376103,-20.44681948,929.2026583,-0.010506166,-1.00953689
242.6,0,-0.028870073,929.9717573,1.014850152,18.32144978,-7.937419105,-0.004376103,-20.06441644,929.1320977,-0.010309634,-1.01212482
242.7,0,-0.034851612,929.9190513,1.018415913,37.83812531,-8.024193561,-0.004376103,-19.00724695,929.0791738,-0.009766314,-1.015310905
242.8,0,-0.040833152,929.870961,1.014760707,58.59972215,-8.134269686,-0.004376103,-17.91968351,929.0308396,-0.009207373,-1.019095143
242.9,0,-0.046814691,929.8294686,1.012163687,73.56467318,-8.240302666,-0.004376103,-16.77918639,928.9890796,-0.008621227,-1.023477535
243,0,-0.05279623,929.7942507,1.016718463,90.6388139,-8.353996654,-0.004376103,-15.32691428,928.9535191,-0.007874848,-1.028458081
243.1,0,-0.058197922,929.7784297,1.012084682,108.736005,-8.46471945,-0.004376103,-11.85976595,928.9368585,-0.006092946,-1.034007789
243.2,0,-0.063599613,929.7930496,1.010026018,120.3015652,-8.566427915,-0.004376103,-6.633495991,928.950058,-0.003406962,-1.040097665
243.3,0,-0.069001305,929.8134008,1.015079185,135.408552,-8.673286486,-0.004376103,-2.092285289,928.9691134,-0.001073058,-1.046727711
243.4,0,-0.074402997,929.8210588,1.01026995,151.5578167,-8.774511067,-0.004376103,-0.15833745,928.9761959,-7.91E-05,-1.053897926
243.5,0,-0.079804688,929.8076323,1.009947883,162.1370541,-8.863702821,-0.004376103,-0.097758381,928.96274,-4.80E-05,-1.061608311
243.6,0,-0.08520638,929.7898247,1.014766891,177.1871906,-8.963385846,-0.004376103,-0.061015318,928.9449246,-2.91E-05,-1.069858864
243.7,0,-0.090608072,929.7709778,1.009032309,192.0927955,-9.064094101,-0.004376103,-0.038729523,928.9260695,-1.77E-05,-1.078649587
243.8,0,-0.096009764,929.7522228,1.010063928,201.8626389,-9.157076322,-0.004376103,-0.025212506,928.9073113,-1.07E-05,-1.087980478
243.9,0,-0.101411455,929.7348641,1.014636546,217.2718918,-9.256925047,-0.004376103,-0.01701402,928.8899487,-6.50E-06,-1.097851539
244,0,-0.106813147,929.7182375,1.008531533,231.2943096,-9.362921825,-0.004376103,-0.012041387,928.8733243,-3.94E-06,-1.108262769
244.1,0,-0.110719457,929.7024429,1.01002481,240.4890076,-9.456572828,-0.004376103,-0.009025333,928.857533,-2.39E-06,-1.1191394
244.2,0,-0.114625767,929.6871201,1.013064494,255.1622305,-9.543649721,-0.004376103,-0.007196004,928.8422084,-1.45E-06,-1.130406661
244.3,0,-0.118532077,929.6724619,1.006919891,267.0081461,-9.629033888,-0.004376103,-0.006086459,928.8275491,-8.79E-07,-1.142064553
244.4,0,-0.122438387,929.6584019,1.009678593,275.224948,-9.714480124,-0.004376103,-0.005413487,928.8134896,-5.33E-07,-1.154113076
244.5,0,-0.126344697,929.6451973,1.010746287,288.3059433,-9.80680585,-0.004376103,-0.005005308,928.8002878,-3.23E-07,-1.166552231
244.6,0,-0.130251008,929.6320319,1.004030146,296.3735924,-9.900978035,-0.004376103,-0.004757735,928.7871209,-1.96E-07,-1.179382016
244.7,0,-0.134157318,929.6187109,1.007965678,301.9580082,-9.992775382,-0.004376103,-0.004607575,928.7738005,-1.19E-07,-1.192602432
244.8,0,-0.138063628,929.6060051,1.008967111,313.017721,-10.08865934,-0.004376103,-0.004516498,928.7610951,-7.22E-08,-1.206213479
244.9,0,-0.141969938,929.5934802,1.003922579,319.8563818,-10.17944924,-0.004376103,-0.004461257,928.7485694,-4.38E-08,-1.220215158
245,0,-0.145876248,929.581149,1.007816093,325.5404623,-10.27345009,-0.004376103,-0.004427751,928.7362396,-2.65E-08,-1.234607467
245.1,0,-0.145723658,929.5688888,1.005599027,334.4084919,-10.3401155,-0.004376103,-0.016218093,928.7239822,-6.09E-06,-1.249187462
245.2,0,-0.145571068,929.5072375,1.000938859,337.0779083,-10.36896363,-0.004376103,-6.290071528,928.6639946,-0.003230463,-1.263752199
245.3,0,-0.145418477,929.3629672,1.004432171,339.4566069,-10.4088878,-0.004376103,-18.97041616,928.5229614,-0.009747385,-1.278301676
245.4,0,-0.145265887,929.1672588,1.001380325,343.5256413,-10.4568206,-0.004376103,-35.43890798,928.3302069,-0.018211183,-1.292835894
245.5,0,-0.145113297,928.9322938,0.998735644,342.3851189,-10.49281962,-0.004376103,-55.22117519,928.0972676,-0.028378059,-1.307354853
245.6,0,-0.144960707,928.6824635,1.003146994,343.409741,-10.51916644,-0.004376103,-77.73964681,927.848748,-0.039951177,-1.321858553
245.7,0,-0.144808117,928.4286511,0.999897983,345.9858509,-10.54052917,-0.004376103,-103.4946198,927.5958848,-0.053187658,-1.336346995
245.8,0,-0.144655526,928.1766302,0.999585577,344.4737738,-10.55070975,-0.004376103,-131.4413371,927.3446087,-0.067550563,-1.350820177
245.9,0,-0.144502936,927.930612,1.003870913,346.9304679,-10.55834376,-0.004376103,-160.6629407,927.0992163,-0.08256868,-1.3652781
246,0,-0.144350346,927.6799311,0.999710792,349.6819389,-10.56537946,-0.004376103,-190.7793952,926.8490926,-0.098046697,-1.379720764
246.1,0,-0.14288548,927.4116043,1.000157443,348.398792,-10.55544875,-0.004376103,-223.1803061,926.5813059,-0.114698784,-1.394082555
246.2,0,-0.141420615,927.1377542,1.002999248,350.8885845,-10.53886458,-0.004376103,-255.6591198,926.3079577,-0.131390909,-1.40829786
246.3,0,-0.139955749,926.8868382,0.997384345,351.1133513,-10.53773879,-0.004376103,-285.2674685,926.0574735,-0.14660779,-1.422366678
246.4,0,-0.138490883,926.6364778,0.998619463,347.4460078,-10.53701425,-0.004376103,-314.1703213,925.807516,-0.161462089,-1.43628901
246.5,0,-0.137026018,926.3905503,1.000496916,347.7416261,-10.53473387,-0.004376103,-341.3666142,925.5619548,-0.175439321,-1.450064855
246.6,0,-0.135561152,926.1566014,0.995764968,345.5010083,-10.5299107,-0.004376103,-365.8336177,925.3283263,-0.188013865,-1.463694213
246.7,0,-0.134096286,925.9462805,0.998736458,341.3497648,-10.51651623,-0.004376103,-385.5691459,925.1182588,-0.19815672,-1.477177085
246.8,0,-0.13263142,925.7539183,0.999859091,341.7238126,-10.4987877,-0.004376103,-401.7395467,924.9261,-0.206467318,-1.490513471
246.9,0,-0.131166555,925.570481,0.996079306,339.3578376,-10.47313839,-0.004376103,-414.7557501,924.7428249,-0.21315685,-1.503703369
247,0,-0.129701689,925.3919866,0.999882849,336.6962843,-10.43589376,-0.004376103,-425.0873176,924.5644576,-0.218466644,-1.516746781
247.1,0,-0.124177922,925.2156917,0.998322366,337.3237324,-10.35696465,-0.004376103,-433.2733418,924.3882625,-0.22267376,-1.529440762
247.2,0,-0.118654156,925.0456069,0.994286316,333.0786454,-10.24163267,-0.004376103,-439.1820507,924.2182497,-0.225710476,-1.541582366
247.3,0,-0.113130389,924.881893,0.997307363,328.7014227,-10.12637876,-0.004376103,-443.5568097,924.0545888,-0.227958834,-1.553171593
247.4,0,-0.107606623,924.7072735,0.99501557,326.0648513,-10.00878272,-0.004376103,-449.0275601,923.8800343,-0.230770466,-1.564208444
247.5,0,-0.102082856,924.5336544,0.992336513,318.7439126,-9.887638374,-0.004376103,-453.9894258,923.7064756,-0.233320561,-1.574692918
247.6,0,-0.096559089,924.3763111,0.995298854,312.3433258,-9.766203886,-0.004376103,-457.3476787,923.5491732,-0.235046498,-1.584625015
247.7,0,-0.091035323,924.2315965,0.991829208,306.5233461,-9.644466698,-0.004376103,-458.9028196,923.4044781,-0.235845745,-1.594004736
247.8,0,-0.085511556,924.1035365,0.990591234,296.0631823,-9.519084994,-0.004376103,-458.3934683,923.2764125,-0.23558397,-1.60283208
247.9,0,-0.07998779,923.9890339,0.993202027,287.5707771,-9.396790227,-0.004376103,-455.4697462,923.1618755,-0.234081355,-1.611107047
248,0,-0.074464023,923.8889812,0.989108517,278.3170795,-9.280027788,-0.004376103,-449.5841442,923.0617531,-0.231056516,-1.618829637
248.1,0,-0.066315708,923.8074476,0.988310111,264.510412,-9.145333003,-0.004376103,-440.2461119,922.9801083,-0.226257338,-1.625868624
248.2,0,-0.058167392,923.7491988,0.989603518,252.4911298,-8.997663424,-0.004376103,-426.161873,922.92169,-0.2190189,-1.632092779
248.3,0,-0.050019077,923.7204068,0.984377677,237.6445289,-8.86373484,-0.004376103,-406.6752737,922.8926594,-0.20900398,-1.637502102
248.4,0,-0.041870761,923.716288,0.985162187,218.6802863,-8.739646073,-0.004376103,-381.5191217,922.8882259,-0.196075255,-1.642096594
248.5,0,-0.033722446,923.7375839,0.98606414,202.3269786,-8.626419592,-0.004376103,-350.583411,922.9091245,-0.180176191,-1.645876255
248.6,0,-0.02557413,923.7647187,0.981345463,182.98881,-8.522150363,-0.004376103,-316.4267321,922.9358036,-0.162621746,-1.648841083
248.7,0,-0.017425815,923.8012509,0.983334539,161.1228599,-8.423001607,-0.004376103,-278.92717,922.9718137,-0.143349264,-1.650991081
248.8,0,-0.009277499,923.8481166,0.983647492,142.2976881,-8.332989651,-0.004376103,-238.7041611,923.0180833,-0.122677097,-1.652326246
248.9,0,-0.001129184,923.9081476,0.979729194,120.1194666,-8.253574763,-0.004376103,-196.089997,923.0774249,-0.100776021,-1.65284658
249,0,0.007019132,923.9729671,0.982426178,96.84799119,-8.176502765,-0.004376103,-153.0377824,923.1414452,-0.078649815,-1.652552083
249.1,0,0.01599144,924.0421393,0.981188879,75.95323485,-8.090822496,-0.004376103,-110.3380105,923.2096133,-0.056704743,-1.651401554
249.2,0,0.024963748,924.1295692,0.977416723,50.52547767,-7.993312912,-0.004376103,-67.5425665,923.2954229,-0.034710501,-1.649353795
249.3,0,0.033936056,924.262512,0.98019698,24.67587793,-7.892660808,-0.004376103,-24.78681896,923.4240029,-0.012736661,-1.646408805
249.4,0,0.042908364,924.4902945,0.978126045,0.330602507,-7.793728212,-0.004376103,13.75937963,923.6418629,0.007073729,-1.642566584
249.5,0,0.051880672,924.7579839,0.975078024,-28.70496971,-7.698710762,-0.004376103,41.61352604,923.9044748,0.021389057,-1.637827132
249.6,0,0.060852981,924.9699349,0.977536787,-57.72230952,-7.609673629,-0.004376103,57.83705298,924.1149646,0.029726958,-1.632190449
249.7,0,0.069825289,925.1638157,0.974752679,-86.26743447,-7.531910574,-0.004376103,71.75159657,924.3080098,0.036878183,-1.625656536
249.8,0,0.078797597,925.3039767,0.974276903,-117.588911,-7.443375217,-0.004376103,79.97981313,924.4477731,0.041106983,-1.618225391
249.9,0,0.087769905,925.3919374,0.978674847,-145.5171127,-7.33344608,-0.004376103,83.27203309,924.5355934,0.042798983,-1.609897016
250,0,0.096742213,925.4708211,0.977482949,-170.8928783,-7.204768496,-0.004376103,83.48233938,924.6144671,0.042907068,-1.600671411
250.1,0,0.104768457,925.5449688,0.979261883,-197.4921417,-7.07923038,-0.004376103,81.67251141,924.6886895,0.041976927,-1.590595877
250.2,0,0.112794702,925.6010057,0.98322718,-219.4520556,-6.962158453,-0.004376103,75.79457773,924.7449749,0.038956028,-1.579717719
250.3,0,0.120820946,925.5877222,0.981083037,-240.5854628,-6.855842386,-0.004376103,60.07239513,924.7325346,0.030875788,-1.568036937
250.4,0,0.128847191,925.560524,0.982670464,-263.0991122,-6.756337433,-0.004376103,43.94084217,924.7066542,0.022585156,-1.55555353
250.5,0,0.136873435,925.5267822,0.985314021,-281.6260723,-6.656578628,-0.004376103,27.85060728,924.6750358,0.014315759,-1.542267498
250.6,0,0.14489968,925.4538721,0.983512273,-300.031349,-6.550067342,-0.004376103,12.56030478,924.605376,0.006457478,-1.528178843
250.7,0,0.152925924,925.3428668,0.985638813,-318.8791286,-6.438172737,-0.004376103,-1.91052475,924.4983989,-0.000979644,-1.513287562
250.8,0,0.160952169,925.2511421,0.986037823,-335.0911264,-6.330710571,-0.004376103,-9.617506177,924.4088671,-0.004940561,-1.497593658
250.9,0,0.168978413,925.1926947,0.983147115,-353.6796687,-6.225561584,-0.004376103,-12.94845664,924.3513555,-0.006652466,-1.481097129
251,0,0.177004658,925.1821319,0.985078702,-373.1047473,-6.11909034,-0.004376103,-10.98472524,924.3403335,-0.005643228,-1.463797975
251.1,0,0.18179599,925.2276607,0.985294152,-390.0909345,-6.038283651,-0.004376103,-4.709965245,924.384202,-0.002418385,-1.445857943
251.2,0,0.186587322,925.3549178,0.984022754,-408.5490524,-5.969230782,-0.004376103,8.218720107,924.5078939,0.004226169,-1.427438777
251.3,0,0.191378654,925.5806819,0.986714036,-426.0819509,-5.884007257,-0.004376103,28.78161242,924.7290017,0.014794238,-1.408540478
251.4,0,0.196169986,925.8566241,0.98527905,-442.5552628,-5.810497107,-0.004376103,52.48027823,925.0020917,0.026973904,-1.389163046
251.5,0,0.200961318,926.147601,0.984451036,-461.4312889,-5.747341897,-0.004376103,78.774015,925.2914849,0.040487277,-1.369306481
251.6,0,0.20575265,926.444569,0.987487015,-478.3818307,-5.686794029,-0.004376103,108.550732,925.5873975,0.055790689,-1.348970783
251.7,0,0.210543982,926.7462188,0.986256179,-493.8179227,-5.6313057,-0.004376103,143.2274852,925.888188,0.07361242,-1.328155951
251.8,0,0.215335314,927.0569413,0.986479162,-510.8950383,-5.58076148,-0.004376103,181.7170143,926.1981522,0.093393685,-1.306861986
251.9,0,0.220126646,927.3636137,0.988617977,-525.6954888,-5.530627195,-0.004376103,220.8531827,926.5041594,0.113507283,-1.285088888
252,0,0.224917978,927.6745332,0.986948368,-540.0467972,-5.476876409,-0.004376103,261.1002525,926.81446,0.134191816,-1.262836657
252.1,0,0.22256809,927.9984985,0.990559694,-554.2259244,-5.47137213,-0.004376103,302.9383899,927.1378267,0.155694061,-1.240462354
252.2,0,0.220218201,928.3182377,0.993836506,-563.0696572,-5.521723745,-0.004376103,344.530039,927.4570039,0.177069626,-1.218323039
252.3,0,0.217868313,928.6531811,0.993370834,-570.6822846,-5.550713437,-0.004376103,388.1961943,927.7913854,0.199511361,-1.196418713
252.4,0,0.215518424,929.0016067,0.997200454,-576.844622,-5.570310555,-0.004376103,432.9360063,928.1392554,0.222504889,-1.174749377
252.5,0,0.213168536,929.3065874,0.998991854,-578.6577781,-5.599505217,-0.004376103,471.6902984,928.4437686,0.242422226,-1.153315029
252.6,0,0.210818647,929.5871364,0.99723076,-581.3618261,-5.632213237,-0.004376103,506.7603822,928.7239082,0.260446105,-1.13211567
252.7,0,0.208468759,929.866532,0.999873115,-583.7703309,-5.672132228,-0.004376103,539.1401615,929.0029335,0.277087332,-1.111151299
252.8,0,0.20611887,930.1383642,0.999802328,-583.7151266,-5.719370811,-0.004376103,568.6080101,929.2744349,0.292232004,-1.090421918
252.9,0,0.203768982,930.4172864,0.998276585,-585.8951195,-5.774626119,-0.004376103,595.627736,929.5530585,0.306118492,-1.069927525
253,0,0.201419093,930.6986844,1.001217664,-587.2052113,-5.843720757,-0.004376103,620.9701964,929.8341805,0.319142967,-1.049668122
253.1,0,0.196444652,930.9861565,1.001042525,-586.1449926,-5.944654568,-0.004376103,645.9466679,930.1213841,0.331979346,-1.029774934
253.2,0,0.191470212,931.2846145,1.000762065,-586.7323732,-6.072346621,-0.004376103,671.2815411,930.4195717,0.344999922,-1.010379191
253.3,0,0.186495771,931.5340635,1.004688513,-584.6362946,-6.202029669,-0.004376103,689.972833,930.668822,0.354606104,-0.991480892
253.4,0,0.181521331,931.7635112,1.004014298,-579.9186799,-6.3300745,-0.004376103,705.8908827,930.8981032,0.362787008,-0.973080037
253.5,0,0.17654689,931.9829634,1.0049236,-576.6518321,-6.46318112,-0.004376103,718.5470664,931.1174221,0.369291513,-0.955176626
253.6,0,0.171572449,932.1724108,1.008717016,-569.8305082,-6.606843435,-0.004376103,725.9108709,931.3067922,0.373076058,-0.937770659
253.7,0,0.166598009,932.3441175,1.007189027,-561.0028236,-6.752485755,-0.004376103,728.1161332,931.4784756,0.374209428,-0.920862136
253.8,0,0.161623568,932.4983928,1.008157875,-553.72085,-6.897178682,-0.004376103,725.5016199,931.6327775,0.372865728,-0.904451057
253.9,0,0.156649128,932.6425288,1.011085177,-542.9082764,-7.038629703,-0.004376103,718.9817946,931.7769805,0.369514936,-0.888537422
254,0,0.151674687,932.773449,1.009104617,-531.491617,-7.175177784,-0.004376103,707.559186,931.9080183,0.363644414,-0.873121232
