Seq;Md;Inc;Azi;Tvd
752;4710;90.55;347.4;1580.74
753;4713;90.55;347.67;1580.71
754;4716;90.51;347.94;1580.68
755;4719;90.59;348.21;1580.65
756;4722;90.55;348.48;1580.62
757;4726.1;90.3;348.85;1580.59
758;4730;90.09;349.18;1580.58
759;4733;90.04;349.43;1580.58
760;4736;90.08;349.68;1580.57
761;4739;90.06;349.93;1580.57
762;4742;90.02;350.18;1580.57
763;4745;90;350.43;1580.57
764;4748;90.03;350.69;1580.57
765;4751;90.06;350.94;1580.56
766;4755.2;89.95;351.29;1580.56
767;4762;90.05;351.86;1580.56
768;4765;89.99;352.1;1580.56
769;4771;90.02;352.6;1580.56
770;4777;90.02;353.1;1580.56
771;4780;90.28;353.35;1580.55
772;4784.3;90.63;353.71;1580.52
773;4788;90.99;353.73;1580.46
774;4791;91.07;353.74;1580.41
775;4794;91.06;353.76;1580.36
776;4797;91.02;353.77;1580.3
777;4800;91.1;353.79;1580.25
778;4803;91.08;353.8;1580.19
779;4806;91.11;353.81;1580.13
780;4809;91.06;353.83;1580.07
781;4813.3;91.12;353.85;1579.99
782;4817;91.02;353.86;1579.92
783;4820;90.63;353.87;1579.88
784;4823;90.25;353.87;1579.86
785;4826;90;353.88;1579.85
786;4829;89.97;353.89;1579.85
787;4832;89.94;353.89;1579.85
788;4835;89.93;353.9;1579.86
789;4838;89.95;353.91;1579.86
790;4842.4;90.04;353.92;1579.86
791;4846;89.97;354.05;1579.86
792;4849;89.94;354.16;1579.86
793;4852;89.93;354.28;1579.87
794;4855;89.95;354.39;1579.87
795;4858;89.95;354.5;1579.87
796;4861;89.97;354.61;1579.87
797;4864;89.99;354.72;1579.87
798;4867;89.96;354.83;1579.88
799;4871.5;89.92;355;1579.88
800;4875;90.01;355.01;1579.88
801;4878;90.25;355.03;1579.88
802;4881;90.45;355.04;1579.86
803;4884;90.62;355.05;1579.83
804;4887;90.92;355.07;1579.79
805;4890;91.06;355.08;1579.74
806;4893;91.34;355.09;1579.67
807;4896;91.64;355.1;1579.6
808;4899.6;91.9;355.12;1579.49
809;4903;91.95;355.16;1579.37
810;4906;91.96;355.2;1579.27
811;4909;91.83;355.23;1579.17
812;4912;91.4;355.27;1579.09
813;4915;90.99;355.31;1579.02
814;4918;90.57;355.34;1578.98
815;4921;90.19;355.38;1578.96
816;4924;89.95;355.42;1578.96
817;4929.2;89.97;355.48;1578.96
818;4933;89.93;355.39;1578.97
819;4936;89.95;355.33;1578.97
820;4939;89.96;355.26;1578.97
821;4945;90;355.13;1578.97
822;4948;89.95;355.06;1578.97
823;4951;89.97;354.99;1578.98
824;4954;89.97;354.92;1578.98
825;4958.6;89.99;354.82;1578.98
826;4962;90;354.78;1578.98
827;4965;89.94;354.74;1578.98
828;4968;90;354.7;1578.98
829;4974;89.93;354.63;1578.99
830;4977;89.97;354.59;1578.99
831;4980;89.94;354.55;1578.99
832;4983;89.97;354.52;1578.99
833;4987.6;90.07;354.46;1578.99
834;4991;90.32;354.45;1578.98
835;4994;90.32;354.44;1578.96
836;4997;90.32;354.43;1578.95
837;5003;90.34;354.41;1578.91
838;5006;90.33;354.4;1578.9
839;5009;90.38;354.39;1578.88
840;5016.7;90.31;354.37;1578.83
841;5020;90.32;354.48;1578.81
842;5023;90.32;354.58;1578.8
843;5026;90.31;354.67;1578.78
844;5035;90.32;354.97;1578.73
845;5038;90.34;355.06;1578.71
846;5043.7;90.37;355.25;1578.68
847;5047;90.32;355.2;1578.66
848;5050;90.3;355.16;1578.64
849;5053;90.37;355.11;1578.62
850;5056;90.3;355.07;1578.61
851;5059;90.33;355.02;1578.59
852;5062;90.33;354.98;1578.57
853;5065;90.31;354.93;1578.56
854;5068;90.29;354.89;1578.54
855;5073.7;90.35;354.8;1578.51
856;5077;90.36;354.9;1578.49
857;5080;90.36;354.98;1578.47
858;5083;90.3;355.07;1578.45
859;5086;90.29;355.16;1578.44
860;5089;90.33;355.24;1578.42
861;5092;90.31;355.33;1578.4
862;5095;90.36;355.42;1578.38
863;5098;90.32;355.5;1578.37
864;5103.7;90.34;355.67;1578.33
865;5107;90.29;355.83;1578.32
866;5110;90.38;355.97;1578.3
867;5113;90.35;356.11;1578.28
868;5119;90.3;356.39;1578.25
869;5122;90.34;356.53;1578.23
870;5125;90.32;356.67;1578.21
871;5128;90.36;356.81;1578.19
872;5132.8;90.68;357.04;1578.15
873;5136;90.69;357.01;1578.11
874;5139;90.7;356.97;1578.08
875;5142;90.69;356.94;1578.04
876;5145;90.72;356.91;1578
877;5148;90.72;356.88;1577.96
878;5151;90.7;356.85;1577.93
879;5154;90.71;356.81;1577.89
880;5157;90.71;356.78;1577.85
881;5161.8;90.68;356.73;1577.79
882;5165;90.71;356.68;1577.76
883;5168;90.67;356.63;1577.72
884;5171;90.72;356.59;1577.68
885;5174;90.68;356.54;1577.65
886;5178;90.72;356.48;1577.6
887;5180;90.43;356.45;1577.58
888;5183;90.03;356.4;1577.57
889;5186;90;356.36;1577.57
890;5190.9;89.77;356.28;1577.58
891;5194;89.74;356.31;1577.59
892;5197;89.6;356.34;1577.61
893;5200;89.62;356.37;1577.63
894;5203;89.67;356.4;1577.64
895;5206;89.61;356.43;1577.66
896;5209;89.59;356.45;1577.68
897;5212;89.64;356.48;1577.7
898;5215;89.61;356.51;1577.72
899;5220;89.6;356.56;1577.76
900;5223;89.65;356.57;1577.78
901;5226;89.58;356.58;1577.8
902;5229;89.59;356.59;1577.82
903;5232;89.61;356.6;1577.84
904;5235;89.63;356.61;1577.86
905;5238;89.64;356.62;1577.88
906;5241;89.6;356.63;1577.9
907;5244;89.61;356.64;1577.92
908;5249;89.59;356.66;1577.96
909;5252;89.62;356.49;1577.98
910;5255;89.9;356.32;1577.99
911;5258;90.05;356.14;1577.99
912;5261;90.1;355.97;1577.99
913;5264;90.16;355.8;1577.98
914;5267;90.14;355.63;1577.97
915;5270;90.15;355.45;1577.96
916;5273;90.19;355.28;1577.96
917;5277.4;90.18;355.03;1577.94
918;5281;90.16;355;1577.93
919;5284;90.11;354.98;1577.92
920;5287;90.12;354.96;1577.92
921;5290;90.16;354.94;1577.91
922;5293;90.15;354.91;1577.9
923;5296;90.14;354.89;1577.89
924;5299;90.09;354.87;1577.89
925;5302;90.12;354.85;1577.88
926;5307;90.11;354.81;1577.87
927;5310;90.14;355.19;1577.87
928;5313;90.13;355.57;1577.86
929;5316;90.15;355.95;1577.85
930;5322;90.17;356.7;1577.83
931;5325;90.18;357.08;1577.83
932;5328;90.12;357.46;1577.82
933;5331;90.15;357.84;1577.81
934;5335.9;90.16;358.46;1577.8
935;5339;90.17;358.89;1577.79
936;5342;90.11;359.31;1577.78
937;5345;90.14;-0.27;1577.77
938;5348;90.13;0.15;1577.77
939;5351;90.16;0.57;1577.76
940;5354;90.24;0.99;1577.75
941;5357;90.16;1.41;1577.74
942;5360;90.21;1.83;1577.73
943;5364.9;89.97;2.52;1577.72
944;5368;89.94;2.63;1577.72
945;5371;90;2.74;1577.73
946;5374;90.07;2.84;1577.72
947;5380;90.04;3.06;1577.72
948;5386;90;3.27;1577.72
949;5389;90.01;3.38;1577.72
950;5393.8;90.02;3.55;1577.71
951;5397;90.02;3.51;1577.71
952;5400;89.99;3.48;1577.71
953;5403;89.98;3.45;1577.71
954;5406;90;3.42;1577.71
955;5409;90.01;3.38;1577.71
956;5412;90.02;3.35;1577.71
957;5415;90.11;3.32;1577.71
958;5418;90.18;3.28;1577.7
959;5422.8;90.13;3.23;1577.69
960;5426;90.16;3.34;1577.68
961;5429;90.21;3.44;1577.67
962;5432;90.19;3.54;1577.66
963;5435;90.18;3.64;1577.65
964;5438;90.15;3.74;1577.64
965;5441;90.15;3.85;1577.63
966;5447;90.17;4.05;1577.62
967;5451.8;90.05;4.21;1577.61
968;5455;90.02;4.24;1577.61
969;5458;89.98;4.27;1577.61
970;5461;89.99;4.3;1577.61
971;5464;89.96;4.32;1577.61
972;5467;90.01;4.35;1577.61
973;5470;89.96;4.38;1577.61
974;5473;89.99;4.41;1577.61
975;5476;89.99;4.44;1577.61
976;5480.8;89.94;4.48;1577.62
977;5484;90.01;4.33;1577.62
978;5487;90;4.19;1577.62
979;5490;90;4.06;1577.62
980;5493;90.05;3.92;1577.62
981;5496;89.99;3.78;1577.61
982;5499;90.05;3.64;1577.61
983;5502;89.98;3.5;1577.61
984;5505;89.98;3.37;1577.61
985;5509.7;90.16;3.15;1577.61
986;5513;90.16;3.03;1577.6
987;5516;90.19;2.92;1577.59
988;5519;90.21;2.82;1577.58
989;5522;90.16;2.71;1577.57
990;5525;90.18;2.6;1577.56
991;5528;90.18;2.49;1577.55
992;5531;90.2;2.39;1577.54
993;5534;90.14;2.28;1577.53
994;5538.7;90.09;2.11;1577.52
995;5542;90.19;1.92;1577.51
996;5545;90.17;1.75;1577.51
997;5551;90.21;1.41;1577.49
998;5554;90.17;1.23;1577.48
999;5557;90.17;1.06;1577.47
1000;5560;90.13;0.89;1577.46
1001;5563;90.13;0.72;1577.45
1002;5567.7;90.12;0.45;1577.44
1003;5571;90.15;0.28;1577.43
1004;5574;90.19;0.12;1577.42
1005;5577;90.16;-0.04;1577.42
1006;5580;90.15;-0.2;1577.41
1007;5586;90.1;-0.52;1577.39
1008;5589;90.28;359.33;1577.38
1009;5592;90.33;359.17;1577.37
1010;5596.7;90.31;358.92;1577.34
1011;5600;90.33;358.83;1577.32
1012;5603;90.33;358.74;1577.31
1013;5606;90.32;358.66;1577.29
1014;5609;90.32;358.57;1577.27
1015;5612;90.31;358.49;1577.26
1016;5615;90.29;358.4;1577.24
1017;5618;90.31;358.32;1577.22
1018;5621;90.26;358.23;1577.21
1019;5625.7;90.14;358.1;1577.19
1020;5629;90.17;358.17;1577.18
1021;5635;90.15;358.29;1577.17
1022;5638;90.19;358.35;1577.16
1023;5641;90.13;358.41;1577.15
1024;5644;90.12;358.47;1577.14
1025;5647;90.13;358.53;1577.14
1026;5650;90.09;358.59;1577.13
1027;5653.7;90.11;358.67;1577.13
1028;5657;90.12;358.63;1577.12
1029;5660;90.16;358.58;1577.11
1030;5663;90.14;358.54;1577.1
1031;5666;90.13;358.5;1577.1
1032;5669;90.13;358.46;1577.09
1033;5672;90.16;358.42;1577.08
1034;5675;90.14;358.38;1577.07
1035;5678;90.13;358.34;1577.07
1036;5681;90.16;358.3;1577.06
1037;5684;90.14;358.14;1577.05
1038;5687;90.15;357.97;1577.04
1039;5690;90.17;357.81;1577.04
1040;5693;90.22;357.65;1577.03
1041;5696;90.16;357.49;1577.02
1042;5702;90.18;357.16;1577
1043;5705;90.15;357;1576.99
1044;5708.3;90.12;356.82;1576.98
1045;5712;90.14;356.61;1576.97
1046;5715;90.38;356.44;1576.96
1047;5718;90.5;356.27;1576.94
1048;5721;90.55;356.1;1576.91
1049;5724;90.52;355.93;1576.88
1050;5727;90.54;355.77;1576.85
1051;5730;90.52;355.6;1576.83
1052;5735.6;90.48;355.28;1576.78
1053;5739;90.58;355.12;1576.74
1054;5742;90.56;354.97;1576.72
1055;5745;90.56;354.83;1576.69
1056;5748;90.55;354.68;1576.66
1057;5751;90.5;354.54;1576.63
1058;5754;90.1;354.39;1576.61
1059;5757;90.02;354.25;1576.61
1060;5762.9;89.97;353.96;1576.61
1061;5766;90.01;354.06;1576.61
1062;5769;90;354.17;1576.61
1063;5772;89.99;354.27;1576.61
1064;5775;90.02;354.37;1576.61
1065;5778;89.99;354.47;1576.61
1066;5784;89.99;354.67;1576.61
1067;5787;90.05;354.77;1576.61
1068;5790.2;90.29;354.88;1576.6
1069;5794;90.54;355.01;1576.57
1070;5797;90.95;355.1;1576.53
1071;5800;91.03;355.2;1576.48
1072;5803;91.04;355.3;1576.43
1073;5806;91.03;355.4;1576.37
1074;5809;91.06;355.5;1576.32
1075;5812;91.03;355.6;1576.27
1076;5816.5;91.06;355.75;1576.18
1077;5820;90.95;355.73;1576.12
1078;5823;90.73;355.7;1576.08
1079;5826;90.28;355.68;1576.05
1080;5829;90.05;355.66;1576.04
1081;5832;89.9;355.64;1576.04
1082;5835;89.93;355.62;1576.05
1083;5838;89.92;355.6;1576.05
1084;5841;89.96;355.58;1576.06
1085;5844.8;90.04;355.55;1576.06
1086;5848;89.92;355.54;1576.06
1087;5851;89.93;355.53;1576.06
1088;5854;89.93;355.53;1576.06
1089;5857;89.95;355.52;1576.07
1090;5860;89.92;355.51;1576.07
1091;5863;90;355.5;1576.07
1092;5866;89.92;355.5;1576.07
1093;5869;89.93;355.49;1576.08
1094;5872.1;90.01;355.48;1576.08
1095;5876;89.97;355.53;1576.08
1096;5885;89.81;355.65;1576.1
1097;5888;89.61;355.69;1576.11
1098;5891;89.6;355.73;1576.13
1099;5894;89.63;355.77;1576.15
1100;5899.4;89.56;355.84;1576.19
1101;5903;89.67;355.8;1576.22
1102;5906;89.74;355.76;1576.23
1103;5909;89.91;355.72;1576.24
1104;5912;90.04;355.69;1576.24
1105;5918;90.17;355.61;1576.23
1106;5921;90.13;355.58;1576.22
1107;5925.7;90.04;355.52;1576.22
1108;5929;90.16;355.77;1576.21
1109;5932;90.16;356;1576.2
1110;5935;90.2;356.23;1576.19
1111;5938;90.61;356.46;1576.17
1112;5941;91.02;356.69;1576.13
1113;5944;91.23;356.92;1576.07
1114;5947;91.3;357.15;1576
1115;5954;91.31;357.69;1575.84
1116;5957;90.85;357.6;1575.79
1117;5960;90.46;357.51;1575.75
1118;5963;90.53;357.43;1575.73
1119;5969;90.54;357.25;1575.67
1120;5972;90.33;357.16;1575.65
1121;5978;90.23;356.99;1575.62
1122;5981.3;90.19;356.89;1575.61
1123;5985;90.34;356.68;1575.59
1124;5988;90.33;356.51;1575.57
1125;5991;90.33;356.34;1575.56
1126;5997;90.16;356;1575.53
1127;6008.6;89.81;355.34;1575.53
1128;6024;89.95;355.25;1575.57
1129;6027;90.01;355.23;1575.57
1130;6030;90.05;355.22;1575.57
1131;6033;90.01;355.2;1575.56
1132;6036;89.95;355.18;1575.56
1133;6039;90.03;355.48;1575.57
1134;6042;90;355.78;1575.56
1135;6045;89.97;356.09;1575.57
1136;6048;89.95;356.39;1575.57
1137;6051;89.98;356.69;1575.57
1138;6054;89.98;356.99;1575.57
1139;6057;89.99;357.3;1575.57
1140;6060;90.24;357.6;1575.56
1141;6063.2;90.49;357.92;1575.54
1142;6067;90.65;358.19;1575.51
1143;6070;90.75;358.41;1575.47
1144;6073;90.79;358.63;1575.43
1145;6076;90.62;358.84;1575.39
1146;6079;90.69;359.06;1575.36
1147;6082;90.69;359.28;1575.32
1148;6085;90.74;-0.51;1575.28
1149;6090.5;90.76;-0.11;1575.21
1150;6094;90.78;0.18;1575.17
1151;6097;90.75;0.42;1575.13
1152;6100;90.71;0.67;1575.09
1153;6103;90.7;0.92;1575.05
1154;6106;90.77;1.16;1575.01
1155;6109;90.37;1.41;1574.98
1156;6112;90.22;1.65;1574.97
1157;6117.8;90.15;2.13;1574.95
1158;6121;90.19;2.45;1574.94
1159;6124;90.18;2.75;1574.93
1160;6127;90.08;3.05;1574.92
1161;6130;90.14;3.35;1574.92
1162;6133;90.2;3.65;1574.91
1163;6136;90.19;3.95;1574.9
1164;6139;90.14;4.25;1574.89
1165;6142;90.19;4.55;1574.88
1166;6145.1;90.24;4.86;1574.87
1167;6149;90.19;4.98;1574.85
1168;6152;90.13;5.07;1574.85
1169;6155;89.81;5.16;1574.85
1170;6158;89.75;5.25;1574.86
1171;6161;89.65;5.34;1574.87
1172;6164;89.62;5.43;1574.89
1173;6167;89.62;5.53;1574.91
1174;6172.4;89.64;5.69;1574.95
1175;6176;89.94;5.68;1574.96
1176;6179;89.97;5.66;1574.96
1177;6182;89.98;5.65;1574.96
1178;6194;89.97;5.6;1574.97
1179;6199.7;90.01;5.58;1574.97
1180;6203;89.99;5.49;1574.97
1181;6206;89.95;5.41;1574.97
1182;6209;89.93;5.32;1574.98
1183;6212;89.96;5.24;1574.98
1184;6215;89.83;5.16;1574.98
1185;6218;89.72;5.08;1575
1186;6221;89.93;4.99;1575.01
1187;6224;89.94;4.91;1575.01
1188;6227;89.96;4.83;1575.01
1189;6230;89.97;4.61;1575.01
1190;6233;90.04;4.39;1575.01
1191;6236;90.16;4.17;1575.01
1192;6239;90.19;3.95;1575
1193;6242;90.18;3.73;1574.99
1194;6245;90.2;3.5;1574.98
1195;6248;90.2;3.28;1574.97
1196;6251;90.12;3.06;1574.96
1197;6254.3;90.16;2.82;1574.95
1198;6258;90.21;2.46;1574.94
1199;6261;90.15;2.17;1574.93
1200;6264;90.17;1.88;1574.92
1201;6267;90.14;1.59;1574.91
1202;6270;90.18;1.3;1574.91
1203;6273;90.17;1.01;1574.9
1204;6276;90.18;0.72;1574.89
1205;6281.6;90.17;0.18;1574.87
1206;6285;90.18;-0.12;1574.86
1207;6288;90.19;-0.38;1574.85
1208;6291;90.26;359.36;1574.84
1209;6294;90.21;359.09;1574.83
1210;6297;90.06;358.83;1574.82
1211;6300;90.17;358.57;1574.81
1212;6303;90.16;358.31;1574.8
1213;6308.9;90.17;357.79;1574.79
1214;6312;90.04;357.53;1574.78
1215;6315;90.13;357.28;1574.78
1216;6318;89.95;357.02;1574.78
1217;6321;89.89;356.77;1574.78
1218;6324;90.13;356.52;1574.78
1219;6327;90.15;356.27;1574.77
1220;6330;90.25;356.01;1574.76
1221;6333;90.17;355.76;1574.75
1222;6336.1;90.07;355.5;1574.74
1223;6340;90.22;355.38;1574.73
1224;6343;90.2;355.28;1574.72
1225;6346;90.16;355.18;1574.71
1226;6349;90.18;355.09;1574.7
1227;6352;90.19;354.99;1574.69
1228;6355;90.12;354.9;1574.69
1229;6358;90.15;354.8;1574.68
1230;6363.4;90.3;354.63;1574.66
1231;6367;90.36;354.74;1574.64
1232;6370;90.36;354.83;1574.62
1233;6373;90.37;354.92;1574.6
1234;6376;90.35;355.01;1574.58
1235;6379;90.35;355.1;1574.56
1236;6385;90.37;355.29;1574.52
1237;6390.7;90.29;355.46;1574.49
1238;6394;90.41;355.52;1574.47
1239;6397;90.38;355.58;1574.45
1240;6403;90.31;355.69;1574.41
1241;6406;90.37;355.75;1574.4
1242;6409;90.35;355.8;1574.38
1243;6412;90.42;355.86;1574.36
1244;6415;90.31;355.91;1574.34
1245;6418;90.29;355.97;1574.32
1246;6421;90.34;355.71;1574.31
1247;6424;90.36;355.44;1574.29
1248;6427;90.36;355.18;1574.27
1249;6430;90.37;354.91;1574.25
1250;6433;90.39;354.65;1574.23
1251;6439;90.16;354.12;1574.2
1252;6442;90.21;353.85;1574.19
1253;6445.3;90.09;353.56;1574.18
1254;6449;90.15;353.24;1574.18
1255;6452;90.15;352.99;1574.17
1256;6455;90.14;352.73;1574.16
1257;6458;90.17;352.48;1574.15
1258;6461;90.17;352.22;1574.14
1259;6464;90.12;351.96;1574.14
1260;6467;90.2;351.71;1574.13
1261;6472.6;90.18;351.23;1574.11
1262;6476;90.12;350.91;1574.1
1263;6479;90.01;350.63;1574.1
1264;6488;90.05;349.77;1574.09
1265;6491;90;349.49;1574.09
1266;6494;89.99;349.21;1574.09
1267;6499.9;90.02;348.65;1574.09
1268;6503;89.92;348.39;1574.09
1269;6506;89.94;348.15;1574.1
1270;6512;89.94;347.65;1574.1
1271;6515;90.01;347.41;1574.1
1272;6518;89.86;347.16;1574.11
1273;6521;89.92;346.91;1574.11
1274;6524;90;346.66;1574.11
1275;6527.2;90.02;346.4;1574.11
1276;6531;89.88;346.02;1574.12
1277;6534;90.07;345.71;1574.12
1278;6537;90.03;345.41;1574.12
1279;6540;89.77;345.11;1574.12
1280;6543;89.9;344.8;1574.13
1281;6546;89.89;344.5;1574.14
1282;6549;89.92;344.2;1574.14
1283;6554.5;89.51;343.64;1574.17
1284;6558;89.83;343.33;1574.19
1285;6561;90.02;343.06;1574.19
1286;6564;90.13;342.79;1574.19
1287;6567;90.13;342.52;1574.18
1288;6570;90.12;342.25;1574.17
1289;6573;90.07;341.99;1574.17
1290;6581.8;90.11;341.2;1574.16
1291;6585;90.14;340.88;1574.15
1292;6588;90.12;340.58;1574.14
1293;6591;90.19;340.27;1574.13
1294;6594;90.1;339.97;1574.13
1295;6597;90.12;339.67;1574.12
1296;6600;90.12;339.37;1574.11
1297;6606;90.16;338.76;1574.1
1298;6609.1;90.16;338.45;1574.09
1299;6613;90.14;338.21;1574.08
1300;6616;90.11;338.03;1574.07
1301;6622;90.05;337.66;1574.07
1302;6625;90.11;337.48;1574.06
1303;6628;90.2;337.29;1574.05
1304;6631;90.17;337.11;1574.04
1305;6636.4;90.15;336.78;1574.03
1306;6640;90.16;336.39;1574.02
1307;6643;90.18;336.06;1574.01
1308;6646;90.19;335.73;1574
1309;6649;90.19;335.4;1573.99
1310;6652;90.16;335.08;1573.98
1311;6655;90.21;334.75;1573.97
1312;6658;90.36;334.42;1573.96
1313;6663.7;90.38;333.8;1573.92
1314;6667;90.5;333.61;1573.89
1315;6670;90.38;333.44;1573.87
1316;6673;90.37;333.27;1573.85
1317;6676;90.31;333.09;1573.83
1318;6679;90.33;332.92;1573.82
1319;6682;90.51;332.75;1573.79
1320;6685;90.77;332.58;1573.76
1321;6690.9;90.86;332.24;1573.68
1322;6694;91.02;332.09;1573.63
1323;6697;91;331.95;1573.57
1324;6700;91.11;331.81;1573.52
1325;6703;91.24;331.67;1573.46
1326;6706;91.21;331.53;1573.39
1327;6709;91.03;331.39;1573.33
1328;6712;91.1;331.25;1573.28
1329;6715;91.01;331.11;1573.22
1330;6718.2;90.74;330.96;1573.17
1331;6731;90.61;330.17;1573.02
1332;6734;90.4;329.98;1573
1333;6740;90.38;329.61;1572.96
1334;6745.3;90.46;329.28;1572.92
1335;6752;90.17;328.52;1572.88
1336;6755;90.36;328.18;1572.87
1337;6761;90.45;327.49;1572.82
1338;6764;90.08;327.15;1572.81
1339;6767;89.49;326.81;1572.82
1340;6772.6;89.25;326.17;1572.88
1341;6776;89.3;325.61;1572.93
1342;6779;89.22;325.11;1572.97
1343;6785;89.56;324.12;1573.03
1344;6794;89.6;322.63;1573.09
1345;6799.9;89.94;321.65;1573.12
1346;6806;89.92;321.19;1573.13
1347;6809;89.9;320.97;1573.13
1348;6812;90.06;320.74;1573.13
1349;6815;90.16;320.52;1573.13
1350;6818;89.95;320.29;1573.12
1351;6821;89.95;320.07;1573.13
1352;6824;89.93;319.84;1573.13
1353;6827.2;90.18;319.6;1573.13
1354;6831;90.46;319.25;1573.1
1355;6834;90.93;318.98;1573.07
1356;6837;91.03;318.71;1573.02
1357;6840;91.08;318.43;1572.96
1358;6843;91.09;318.16;1572.9
1359;6846;91.11;317.89;1572.85
1360;6854.5;91.05;317.11;1572.69
1361;6858;91.12;316.79;1572.62
1362;6861;91.03;316.51;1572.56
1363;6864;90.9;316.24;1572.51
1364;6873;89.98;315.42;1572.44
1365;6876;89.95;315.14;1572.45
1366;6881.7;89.96;314.62;1572.45
1367;6885;89.93;314.27;1572.45
1368;6888;89.98;313.95;1572.46
1369;6891;89.99;313.63;1572.46
1370;6894;89.99;313.31;1572.46
1371;6897;90;312.99;1572.46
1372;6900;89.97;312.67;1572.46
1373;6903;90.02;312.35;1572.46
1374;6906;89.95;312.03;1572.46
1375;6909;89.98;311.71;1572.46
1376;6912;89.91;311.54;1572.46
1377;6918;90;311.21;1572.47
1378;6921;90.03;311.05;1572.47
1379;6924;89.98;310.88;1572.47
1380;6927;89.96;310.71;1572.47
1381;6930;89.93;310.55;1572.47
1382;6933;89.97;310.38;1572.48
1383;6936.3;89.98;310.2;1572.48
1384;6940;90.16;310.18;1572.47
1385;6943;90.16;310.17;1572.46
1386;6946;90.19;310.16;1572.45
1387;6949;90.23;310.14;1572.44
1388;6952;90.24;310.13;1572.43
1389;6955;90.26;310.12;1572.42
1390;6958;90.2;310.1;1572.41
1391;6963.6;90.23;310.08;1572.39
1392;6967;90.17;310.17;1572.37
1393;6970;90.14;310.26;1572.37
1394;6973;90.13;310.34;1572.36
1395;6976;90.2;310.42;1572.35
1396;6979;90.4;310.5;1572.33
1397;6982;90.48;310.59;1572.31
1398;6990.9;90.48;310.83;1572.24
1399;6994;90.52;310.79;1572.21
1400;6997;90.49;310.75;1572.18
1401;7000;90.56;310.72;1572.16
1402;7006;90.56;310.64;1572.1
1403;7009;90.52;310.6;1572.07
1404;7012;90.49;310.57;1572.04
1405;7015;90.5;310.53;1572.02
1406;7018.2;90.49;310.49;1571.99
1407;7022;90.49;310.59;1571.96
1408;7025;90.59;310.66;1571.93
1409;7028;90.49;310.74;1571.9
1410;7031;90.49;310.81;1571.87
1411;7034;90;310.89;1571.86
1412;7037;89.96;310.97;1571.86
1413;7040;90;311.04;1571.86
1414;7045.5;89.94;311.18;1571.87
1415;7049;89.9;311.15;1571.87
1416;7052;89.92;311.13;1571.88
1417;7055;89.95;311.1;1571.88
1418;7058;89.94;311.07;1571.88
1419;7061;89.86;311.05;1571.89
1420;7064;89.75;311.02;1571.9
1421;7067;89.74;311;1571.91
1422;7072.8;89.75;310.95;1571.94
1423;7076;89.82;310.86;1571.95
1424;7079;89.57;310.78;1571.96
1425;7082;89.35;310.7;1571.99
1426;7085;89.34;310.62;1572.03
1427;7088;89.38;310.54;1572.06
1428;7091;89.39;310.46;1572.09
1429;7094;89.43;310.38;1572.12
1430;7097;89.65;310.3;1572.15
1431;7100;89.94;310.22;1572.16
1432;7103;89.96;310.06;1572.16
1433;7106;89.97;309.9;1572.16
1434;7109;89.98;309.74;1572.16
1435;7115;89.95;309.42;1572.17
1436;7118;89.95;309.26;1572.17
1437;7121;89.91;309.1;1572.17
1438;7127.3;89.91;308.77;1572.18
1439;7131;89.96;308.51;1572.19
1440;7134;89.94;308.31;1572.19
1441;7137;89.96;308.1;1572.19
1442;7140;89.95;307.89;1572.2
1443;7143;90.11;307.68;1572.19
1444;7146;90.26;307.48;1572.18
1445;7149;90.27;307.27;1572.17
1446;7154.6;90.37;306.88;1572.14
1447;7158;90.32;306.63;1572.12
1448;7161;90.38;306.41;1572.1
1449;7167;90.33;305.98;1572.06
1450;7170;90.31;305.76;1572.05
1451;7173;90.34;305.54;1572.03
1452;7176;90.22;305.32;1572.02
1453;7181.9;90.2;304.89;1571.99
1454;7185;90.17;304.73;1571.98
1455;7188;90.21;304.57;1571.97
1456;7194;90.2;304.25;1571.95
1457;7197;90.18;304.09;1571.94
1458;7200;90.17;303.94;1571.93
1459;7203;90.15;303.78;1571.92
1460;7206;90.15;303.62;1571.92
1461;7209.2;90.14;303.45;1571.91
1462;7213;90.22;303.55;1571.9
1463;7216;90.19;303.63;1571.89
1464;7219;90.16;303.7;1571.88
1465;7222;90.18;303.78;1571.87
1466;7228;90.17;303.94;1571.85
1467;7231;90.16;304.02;1571.84
1468;7236.5;90.09;304.16;1571.83
1469;7240;90.18;304.11;1571.82
1470;7246;90.18;304.02;1571.8
1471;7249;90.15;303.97;1571.79
1472;7252;90.16;303.93;1571.79
1473;7255;90.36;303.88;1571.77
1474;7258;90.42;303.84;1571.75
1475;7263.8;90.31;303.75;1571.71
1476;7267;90.34;303.81;1571.7
1477;7270;90.31;303.87;1571.68
1478;7273;90.01;303.92;1571.67
1479;7279;89.99;304.03;1571.67
1480;7282;90.02;304.09;1571.67
1481;7285;90.01;304.15;1571.67
1482;7288;90.01;304.2;1571.67
1483;7291.1;89.99;304.26;1571.67
1484;7295;89.99;304.25;1571.67
1485;7298;90.01;304.25;1571.67
1486;7304;90.02;304.24;1571.67
1487;7307;89.99;304.23;1571.67
1488;7310;90;304.23;1571.67
1489;7313;90;304.22;1571.67
1490;7318.4;90.02;304.21;1571.67
1491;7322;90.01;304.28;1571.67
1492;7325;89.99;304.34;1571.67
1493;7328;89.95;304.4;1571.67
1494;7331;89.98;304.46;1571.67
